consumer_id,opened_email
60013773516,0
59813803514,0
59787863517,0
59773453517,0
59730883514,0
59720363514,0
59700183513,0
59662023513,0
59642533516,0
59523113517,0
59482393513,0
59472493516,0
59468393514,0
59433713515,0
59424663516,0
59421143510,0
59398933511,0
59385683515,0
59359563517,0
59344473513,0
5932658359,0
59312243511,0
59310713515,0
59304183514,0
5918416359,0
59138793510,0
59130223511,0
59122163513,0
59090873516,0
5908622359,0
59039623511,0
5903238359,0
5901852353,0
58999823517,0
5896714356,0
58960113514,0
58943833511,0
5893430353,0
5891948355,0
58889623516,0
5887187352,0
5880461355,0
5879205358,0
58737153512,0
5873371356,0
5867837353,0
5866304353,0
58652393516,0
58651473517,0
58636003513,0
58568793517,0
5854738358,0
58544003512,0
5854066353,0
58453613517,0
5845354355,0
58446783513,0
5844036356,0
58209793511,0
58036683513,0
5797585358,0
57947063510,0
5794003359,0
57926413510,0
57902273516,0
57897573511,0
57888283516,0
57836013511,0
5781638358,0
57719813510,0
57707863517,0
5767274352,0
57643583515,0
5762514359,0
57392333513,0
5739141352,0
57388853513,0
57340853517,0
57334913510,0
5731008358,0
5727117352,0
57187333515,0
57186963516,0
57161733515,0
5714988352,0
5712977353,0
5712939357,0
5709359359,0
5709199355,0
57075773511,0
5706211359,0
57058253515,0
57049033513,0
5703821354,0
5702619359,0
5702350353,0
5701155357,0
5700851356,0
5699995359,0
5699353351,0
5697717352,0
5696956359,0
5695720359,0
5691807359,0
5691616359,0
56910673515,0
56910503511,0
56903503513,0
5688982353,0
56852573517,0
5684915357,0
5682812356,0
5680962359,0
56806963517,0
5680382359,0
5675340357,0
5675333355,0
5675111358,0
56742753517,0
56733773511,0
5672981359,0
5669844351,0
5666386352,0
56635453517,0
5661015359,0
5660803352,0
5655267352,0
56552363512,0
5654093354,0
5652280355,0
5651801358,0
5650576351,0
5649914358,0
5649396357,0
5642069353,0
56362803512,0
56358253514,0
5634934356,0
56346823513,0
5632497352,0
5632312359,0
5631230354,0
5630486357,0
56300043514,0
56270283515,0
56266943513,0
5625444359,0
5623433357,0
56191603513,0
5616992353,0
56150253514,0
5610044352,0
56076863513,0
5606511355,0
5605026352,0
56019503513,0
5601523354,0
5600182351,0
55999743515,0
55986253516,0
55952803515,0
55947403513,0
5592173352,0
5592012352,0
5590544352,0
5588916353,0
5586622358,0
55864553512,0
55856633517,0
5585021352,0
5582969352,0
5579600359,0
55771943515,0
5575282353,0
5572441351,0
55709803515,0
5569533351,0
55669143515,0
55668773510,0
5566860352,0
55642863515,0
5562312353,0
55623053516,0
5559930359,0
55598003513,0
5559794351,0
5556915359,0
5550555351,0
55496103513,0
55487363511,0
55482003510,1
5547968357,0
5547494355,0
5545773351,1
55456293511,0
55448683512,0
55440733511,0
5543434352,0
5541720353,0
55413313515,1
55410103511,0
5537747359,0
5537471353,0
5537419351,0
55370133516,0
5536078359,0
5535996357,0
5535859355,0
5535637352,0
5534562352,0
5534050354,0
5533978357,1
55322923513,0
5529674355,0
5529223357,1
5528868359,0
5528325352,0
5527885355,0
55275193510,0
5527274353,0
55245943510,0
5524181351,0
5523733358,1
55234503512,0
55224603511,0
5517879353,0
5517558358,0
5515608356,0
5515523355,0
5514632356,0
5514274355,0
5513505353,0
55132463512,0
5509881359,0
55092633516,0
5509034352,0
5508884353,0
55086623510,0
5508617351,0
55081743514,0
55074983513,0
5507481351,0
5506576352,0
5505906355,0
5505609351,0
5505456353,0
55052963517,0
5505203355,0
55047563514,0
5504596359,0
55039023512,0
55026393516,0
5502479352,0
55008883513,0
54952383512,0
54937223510,0
54933333517,0
5493036351,0
5492909359,0
5492886359,0
5492046352,0
5491032359,0
5490912354,0
5490813352,0
5490370353,0
5490028353,0
5489626353,0
5489411359,0
5488964352,0
54879983510,0
5487929351,0
54877073511,0
5487615353,0
54868543516,0
5484973359,0
5484904352,0
5484362356,0
5484287352,0
54838463516,0
54835493513,0
54811943513,0
5480753353,0
5480562354,0
5480470351,0
5479702351,0
5478101353,0
54780643512,0
5477906354,0
5475841354,0
5475827351,0
54756813516,0
54756123514,0
5475070353,0
54737483512,0
5473359351,0
54732433515,0
54731443516,0
5472970351,0
54716453517,0
54716383510,0
5471492355,0
54708463517,0
5468249353,0
54679763512,0
5467860359,0
5467693357,0
54646543513,0
54640503511,0
5463183355,0
54629193515,0
54625683511,0
54623533514,0
5461097352,0
54607863516,0
5458653358,0
54582953517,0
54581653510,0
5458042354,0
5457724359,0
5456482353,0
54553173510,0
54538873510,0
5452934354,0
54529273513,0
54521183516,0
54476643513,0
5447619353,0
54468963514,0
54458993517,0
5443642357,0
54421023515,0
54416863517,0
54382423510,0
5438112354,0
5437498359,0
54363783514,0
54362483514,0
54339403515,0
54330323517,0
5431960357,0
5430888355,0
5430314351,0
5425129353,0
54249003510,0
54224013516,0
5420308352,0
5418053352,0
5417964359,0
5417872352,0
5417506353,0
54165163516,0
5416417355,0
54117883510,0
54112073510,0
54107813511,0
5409716351,0
5404476353,0
54021373517,0
53978083515,0
5394968353,0
53936713513,0
5392056357,0
5389100351,0
5387670353,0
5384822354,0
5384167355,0
5382873358,0
5382064358,0
5379972355,0
5375639351,0
53755613512,0
53753323511,0
5371815352,0
53703683517,0
5369126355,0
5365548358,0
5364961352,0
5359141351,0
5354986353,0
5352357351,0
53516953514,0
53470563513,0
53456493516,0
53443383510,0
53442603517,1
53437063514,0
53408043510,0
53406203511,0
5340590353,0
5338184358,0
53361973510,0
53348963512,0
53324103514,0
53318403517,0
53313903517,0
5331284351,0
5329755359,0
5327607358,0
5327218358,0
53265943511,0
53191903516,0
53129003513,0
5312351358,0
5311439359,0
5311170351,0
5310821351,0
5310616359,0
5306312352,0
53057733510,0
53056983514,0
53016523513,0
5301102356,0
53009453515,0
5298211356,0
5297559359,0
5297535351,0
5295944359,0
5294893355,0
5294169358,0
5293926356,0
5289998359,0
5288809355,0
52886563512,0
5286270358,0
52858773512,1
52857853511,0
52851503515,0
5282081353,0
52819613514,0
5281558353,0
5281367359,0
52807423510,0
52794493515,0
5278718355,0
5275984351,0
52758923516,0
52740793514,0
5273393353,0
5273065352,0
52729453517,0
5272655357,0
5270095359,0
52697163516,0
52677123510,0
5260676359,0
52605533514,0
5259168352,0
5258550357,0
5256761359,0
5254149353,0
52541013513,0
52510633510,0
5250868357,0
52495413517,0
5246809357,0
52465883516,0
5243143359,0
5243105357,0
52429243514,0
52396273515,0
5238910358,0
5238798354,0
52385693516,0
52385453515,0
5235568354,0
5235179358,0
52351313513,0
5234363353,0
5233342359,0
5230969353,0
52299323513,0
52248073514,0
5221387353,0
52196983513,0
52152183515,0
5214013359,0
5209514356,0
52047243513,0
5201037357,0
5200627359,0
51993273516,0
5198603353,0
51957633515,0
5188475352,0
51870583513,0
51826333515,0
51822443515,0
51809053515,0
5176977351,0
51751853510,0
51750243513,0
51743623510,0
51739073510,0
5168576358,0
51612563513,0
51598573511,0
51579763515,0
5157211358,0
5155309355,0
5154654358,0
5149162354,0
5148530358,0
5146871352,0
51460313515,0
5144495353,0
51408793516,0
51399343516,0
51397123510,0
5137053353,0
51341513514,0
51338023514,0
51292703514,0
51287613514,0
51153033516,0
5115297352,0
5105137353,0
51028083512,0
5101757358,0
5100453356,0
51002933514,0
50976473513,0
5095384359,0
50939603513,0
50939223516,1
5092383359,0
50913933513,0
5091386353,0
5090402352,0
50902803510,1
50891303514,0
50877543510,0
5085866352,0
50810593516,0
5078059359,0
5076055359,0
50759973515,0
50746553512,0
5074389352,0
50729653516,0
5071845352,0
50715243510,0
5071500356,0
5066254351,0
50616553510,0
50610683510,0
5059928351,0
50598743517,0
5059010357,0
5057252351,0
5056675355,0
50557913513,0
5053933353,0
5053544353,0
50528993515,0
5051557359,0
50486323513,0
5047550354,0
5047406351,1
5047345354,0
50469113516,0
5042104359,0
5040759353,0
5040278353,0
5040254359,0
50366153515,0
5031412353,0
50284673510,0
5027781356,0
5027521359,0
5024940359,0
5020539359,0
50158873517,0
5010028357,0
50093983512,0
5005345352,0
4996545357,0
49935203515,0
4993476359,0
49925543510,0
49919603516,0
49906283517,0
49892333510,0
49865773510,0
49815893516,0
4981305352,0
4980544359,0
4979869353,0
4977292359,0
49771313512,0
4975847355,0
4974918352,0
4974642353,0
4974512358,0
4968825356,0
49686103517,0
49683063516,0
49673613514,0
49670263513,0
4966722351,0
4966241359,0
4964506355,0
49643463516,0
49635303510,0
4963028352,0
4962861355,0
49621063510,0
4957676351,0
4955504352,0
4955139353,0
4954903359,0
49507383510,0
49485133513,0
49484903513,0
49453763516,0
49420233516,0
49403573516,0
49383923517,0
49346223510,0
4925620359,0
49195753511,0
4918028353,0
4915249355,0
49133133514,0
4908050351,0
4906476354,0
4903253352,0
4901976351,0
48985113510,0
4898269359,0
4898016359,0
4894582352,0
