consumer_id,pop_up,saved_discount
4925620359,1,0
49195753511,1,1
4918028353,1,0
4915249355,1,1
49133133514,1,0
4908050351,1,0
4906476354,1,0
4903253352,1,1
4901976351,1,0
48985113510,1,0
4898269359,1,1
4898016359,1,0
4894582352,1,0
4894254359,1,1
48931893512,1,0
4892595358,1,0
48836303515,1,0
48827253510,1,1
48825343510,1,0
4882152359,1,1
4880820359,1,1
4880271359,1,0
4872665352,1,0
4870944352,1,1
48705793513,1,0
48697573510,1,0
4864172355,1,0
4856870351,1,0
4854593351,1,1
4849186358,1,0
48472503516,1,1
4844242352,1,0
4841647357,1,0
4839934352,1,0
4837732359,1,0
48345643511,1,0
48345263514,1,0
48338713510,1,1
4830054359,1,1
4829829357,1,0
4828365356,1,0
48267053515,1,0
48265143512,1,0
4825821353,1,1
48231243516,1,0
48227763517,1,0
4821717355,1,0
4820277356,1,0
4820024352,1,0
4818908352,1,0
4813262358,1,0
48129683512,1,0
4812630359,1,1
48123573511,1,0
48113983512,1,0
4810872358,1,1
4808176352,1,1
48073393511,1,1
4806639355,1,0
48056633510,1,0
48047343516,1,0
48038743510,1,0
4803850359,1,0
48032943515,1,1
48019863515,1,0
4801245358,1,1
4796824353,1,0
47961383510,1,0
47957423510,1,1
4795629353,1,0
4793359357,1,0
47918293512,1,0
4788706353,1,0
4787297353,1,1
47870373510,1,1
4786788358,1,0
4786290359,1,0
4785347353,1,0
47852793515,1,0
47841973517,1,1
47840433513,1,1
47835413510,1,0
47834803512,1,0
47831833510,1,0
4778998353,1,0
4778646351,1,0
4778424356,1,1
47750963513,1,1
47742353516,1,0
4774228353,1,0
4774211359,1,0
47740063512,1,0
47733133510,1,0
47684253514,1,1
47665513510,1,1
47661793514,1,1
4766155352,1,0
47618843513,1,1
47611123511,1,1
47609483511,1,0
4760849357,1,0
4760146354,1,0
47599973515,1,0
4759317357,1,0
47591333512,1,0
4756170358,1,1
47559683510,1,0
4755593357,1,0
4754817355,1,1
4754275357,1,0
4754008359,1,0
47537733513,1,1
4752424351,1,0
47515403517,1,1
4749677356,1,0
4748267353,1,0
47471473511,1,0
4744986358,1,0
4744290353,1,0
47406123514,1,1
47401623517,1,0
47393193512,1,0
47389853517,1,0
47381383513,1,0
4735557355,1,0
4734055352,1,1
47325323517,1,0
4726609357,1,0
4721512353,1,1
47207753510,1,1
4718093359,1,1
4717638359,1,1
4715191356,1,0
47125033510,1,0
4711049352,1,0
47104623514,1,0
47081933512,1,0
47075163515,1,0
47060763513,1,1
4705451354,1,0
4703839352,1,0
46971073515,1,0
4696469351,1,1
4695790352,1,1
4695486353,1,0
4694267352,1,0
46933763511,1,0
4689676359,1,0
4689317356,1,0
4686545355,1,1
4683513356,1,0
4682226353,1,0
46815883511,1,0
4681496353,1,0
46813043517,1,0
46788853510,1,0
46757303516,1,0
4674535358,1,0
46727153515,1,0
4672685356,1,0
4669814354,1,1
46688483516,1,0
46667213513,1,1
46643833513,1,0
4662846358,1,1
46624193510,1,0
46596313517,1,1
46588703515,1,1
46582453515,1,1
46536083512,1,1
4652137356,1,0
4651604357,1,1
46515813514,1,0
4650249353,1,1
4645801353,1,0
46452073510,1,1
46450543515,1,1
4644378352,1,1
46442003515,1,1
4643616357,1,0
46435623516,1,1
4643371351,1,0
46426263514,1,0
4640196354,1,1
46396713515,1,1
46395893510,1,0
4639428359,1,0
4638650359,1,0
46374313516,1,1
46365403512,1,1
4634805351,1,1
4634447357,1,0
4632016351,1,0
4625377352,1,1
4622567353,1,0
4621218359,1,1
46209213516,1,0
4618348357,1,1
4609278355,1,1
46060623513,1,1
4604495352,1,1
4602378354,1,0
4601975351,1,1
45947893515,1,1
4586869351,1,0
45858003517,1,0
4584384353,1,0
45842473516,1,1
45816043516,1,0
45796183517,1,0
4576495358,1,0
4575566352,1,1
4572527359,1,0
45719643517,1,0
4564577352,1,1
4563648353,1,0
4562870355,1,0
4557791355,1,0
45576853514,1,0
4555490355,1,0
45529873513,1,0
4552086356,1,0
4544074352,1,0
45370693515,1,1
4534723358,1,0
4530558353,1,0
45269953510,1,0
45264453513,1,0
45244963517,1,1
4524441351,1,1
45243423516,1,0
45235293517,1,0
4521044359,1,0
45189143514,1,1
45188603514,1,1
4518044351,1,1
4517672356,1,1
4516811354,1,0
45160713511,1,0
4514930353,1,0
4511403351,1,1
45095613514,1,1
4506829359,1,1
45028833510,1,0
44994113516,1,0
4498414352,1,0
4498155354,1,0
4495758359,1,1
44884223517,1,0
44857043510,1,0
4483335352,1,0
44792533515,1,0
4479093359,1,1
44749513513,1,0
44743573511,1,1
4474104356,1,1
4473596353,1,0
4470311359,1,0
4468554353,1,0
4465928355,1,1
4464372359,1,1
4464167354,1,0
44613643512,1,1
4457909353,1,0
4455509353,1,0
44553253515,1,0
44544413513,1,0
44529113513,1,0
4450467352,1,0
4445647359,1,0
44448793517,1,0
44447563514,1,1
4443766353,1,0
4442998359,1,0
4442400358,1,0
44423943515,1,0
44420733514,1,0
4437710353,1,0
44338803513,1,0
4430278352,1,1
44285343511,1,0
4428121356,1,1
4425786353,1,1
4425731357,1,1
44237133516,1,1
44221433513,1,1
4421252354,1,0
44182693510,1,1
4414223353,1,0
4412861355,1,1
4412397352,1,0
4412311359,1,1
44122123513,1,1
4411451358,1,0
44112223513,1,1
4410898352,1,0
44108053510,1,1
44105843513,1,0
4409113359,1,0
44086733517,1,0
4405764357,1,0
4401537353,1,1
4401018353,1,0
43992303515,1,0
43986463513,1,1
4398080352,1,1
4397847353,1,1
4397489352,1,0
43968193513,1,1
4396444359,1,1
43959283513,1,0
4392279354,1,0
4391197355,1,0
43911043515,1,0
4390459351,1,0
43901523512,1,0
4389279357,1,0
4380825352,1,1
4380511351,1,1
4378877355,1,1
4378631351,1,0
43784883510,1,0
43728133513,1,0
4371557359,1,0
4371236352,1,1
4371007352,1,0
43693633513,1,1
43691893510,1,1
4367505352,1,0
4366515352,1,1
4362852351,1,1
43626093515,1,0
4360940359,1,0
43597153512,1,1
43595003512,1,0
4357247358,1,1
43565093516,1,0
43539973517,1,1
43523893517,1,0
4351245354,1,0
43495253515,1,0
4346746354,1,0
4344551358,1,0
4344544357,1,0
43442853510,1,1
43424653512,1,0
43421373514,1,1
4336990358,1,0
43365323512,1,0
43352383510,1,0
4333265358,1,1
4332213353,1,1
4331896351,1,0
43309673511,1,0
43301273511,1,0
4326717353,1,1
43266253513,1,0
4324553359,1,1
43236173517,1,1
43226033510,1,0
4322535354,1,0
43194813510,1,1
4318453353,1,0
43162823513,1,0
43162513513,1,0
43145093510,1,1
43144933515,1,0
4313915353,1,0
4313823359,1,0
4309536353,1,0
4308805359,1,0
4303350353,1,0
43028653512,1,1
4298731355,1,0
4293750353,1,0
42936753510,1,0
4292005359,1,1
42915653514,1,1
42914733512,1,1
4290223358,1,0
42898523516,1,1
4287407352,1,0
42838363510,1,1
4283478353,1,1
42832183514,1,0
42822973511,1,1
42816583516,1,1
4281559353,1,0
42811773510,1,0
4278627352,1,0
4276739358,1,0
42760433511,1,0
42749023515,1,1
42738823514,1,1
42726183511,1,0
4272472355,1,0
4271772355,1,0
4270423357,1,1
4270010351,1,0
42679663512,1,0
4267423358,1,1
4264828358,1,0
42647293512,1,0
4264606357,1,0
4263913357,1,0
42635483513,1,0
42628933511,1,1
4262848353,1,1
42626883514,1,0
4260462351,1,1
42603493515,1,0
4260073352,1,0
42589883515,1,0
42585133511,1,1
4258094353,1,0
4257943351,1,0
42570733512,1,1
4256243358,1,0
4255796351,1,1
42552393517,1,0
42536243515,1,0
4253518354,1,1
4252832354,1,0
42514533511,1,1
4248637355,1,0
4245483351,1,0
4245117359,1,0
4244899359,1,0
4244363352,1,1
4244226359,1,0
42430833510,1,1
42422773514,1,0
4240518353,1,1
42405013510,1,0
4239994355,1,1
42392773517,1,0
42392533516,1,0
4238515357,1,0
4236634359,1,0
4235132359,1,0
4233824351,1,0
4233619354,1,0
42320633510,1,0
42316603512,1,1
4231479359,1,0
42290943514,1,1
4226826358,1,0
42262393510,1,0
42260863517,1,0
4226062352,1,0
42256213510,1,1
42252633514,1,0
42248603517,1,0
4224297352,1,0
4224129355,1,0
4223757353,1,0
4223153359,1,1
4222675357,1,1
42206403510,1,1
42185933513,1,0
4218449351,1,1
4217060354,1,0
4216452353,1,0
4216155356,1,0
42152023516,1,1
4215080353,1,0
42145333515,1,0
4211556351,1,0
4211310352,1,0
4210795351,1,0
4209690352,1,1
42080133512,1,1
4207023352,1,0
4206033358,1,0
42039193513,1,0
4203186351,1,0
42028993510,1,1
4200222353,1,0
41972493517,1,1
41964193516,1,0
4195757351,1,0
41950543515,1,1
4195030352,1,0
4194309358,1,0
41940023510,1,0
41924043512,1,1
4191575355,1,1
4191346351,1,1
4189367359,1,1
41877693511,1,0
4187684351,1,0
4185376357,1,0
4185062358,1,0
4184324352,1,0
41823753510,1,0
4182245358,1,1
4180265359,1,0
41794503510,1,0
4171850355,1,0
4171065353,1,1
4169512352,1,0
41686693512,1,0
4167082356,1,1
4166238351,1,1
4163763356,1,0
4162940358,1,0
4162193353,1,0
4160403357,1,0
4157557358,1,1
41562773513,1,0
4155508357,1,0
4154099359,1,0
4152231357,1,0
41517083510,1,1
4151227356,1,1
4145417354,1,0
4140375352,1,0
4138594352,1,0
41380513516,1,0
4136361357,1,1
41333223517,1,0
41306663511,1,0
41285573514,1,0
41227913517,1,0
41140483514,1,0
41122423515,1,1
4110613353,1,0
41074393516,1,1
41032883510,1,0
4094289353,1,1
4092971359,1,0
40918753515,1,0
40906563511,1,0
40902673516,1,0
4085980353,1,0
4085638352,1,0
4085461351,1,0
40820883517,1,1
40817773513,1,0
40814873514,1,0
4081449352,1,0
4079880351,1,1
4079231353,1,0
40763603514,1,0
40762783515,1,0
4075967357,1,1
40758133514,1,1
4072140353,1,0
4071549352,1,1
4070054353,1,0
40693623514,1,1
4069140357,1,1
40686933511,1,0
4066392352,1,0
4062844352,1,0
4062561352,1,0
4062028352,1,1
4061977359,1,0
40616253511,1,0
40606423510,1,0
4060413359,1,1
4059646354,1,0
4057390351,1,0
4047087355,1,0
40462713513,1,0
40425633513,1,1
40416103510,1,0
4041498353,1,0
40407743515,1,1
4040712353,1,1
40402243512,1,1
40399143514,1,0
4038443352,1,1
40363263512,1,1
4035657359,1,0
40350153510,1,1
40342163513,1,1
40310313510,1,0
40288573511,1,0
4027867353,1,1
40276523517,1,1
40275773516,1,0
40264953514,1,0
4025481359,1,1
4024781359,1,0
4024019359,1,0
40212543516,1,1
40193983512,1,1
40169533510,1,0
40160903512,1,0
40141953516,1,0
40084223510,1,0
40075553510,1,1
40068483514,1,0
4006046357,1,0
39933233517,1,1
39926093517,1,1
39889923510,1,0
39777363510,1,1
39762893517,1,0
39747353516,1,0
3974407355,1,0
3974230351,1,1
3973905359,1,1
3973745353,1,0
39720763517,1,0
3971505352,1,0
39704783515,1,0
39649103512,1,0
3960202359,1,0
39591903513,1,1
39579053515,1,0
39574933514,1,0
39516203513,1,1
39496583510,1,0
3949047351,1,0
3948774355,1,0
3944356358,1,0
3941959351,1,1
3936559357,1,0
39358803514,1,0
39352313510,1,0
3933404358,1,1
3933282356,1,0
39332203516,1,0
39326503515,1,0
39322093510,1,0
3930892352,1,0
3930373351,1,0
3930298352,1,0
3922682359,1,0
3921708351,1,1
39209473512,1,1
39208793513,1,1
3918883356,1,1
39186233511,1,1
39127373510,1,1
3910146353,1,0
39090343514,1,0
3907078352,1,0
39069413511,1,0
3906255355,1,0
3904947359,1,1
3904602351,1,1
39037803516,1,0
3903773357,1,0
39032853517,1,0
39022403513,1,1
3901960357,1,1
3901243353,1,0
38996633516,1,1
38986663514,1,0
3897751352,1,0
38957023512,1,0
3894538352,1,1
38934013514,1,1
38922823513,1,1
3889428358,1,1
3886809356,1,0
38836483512,1,1
38814223517,1,1
38791603514,1,1
3879146356,1,0
38789343512,1,0
3877722351,1,1
3877067357,1,0
3876800356,1,0
38746223514,1,0
3873151351,1,1
3871966356,1,0
38676313515,1,0
3867570356,1,0
38663993517,1,1
38648383511,1,0
38647223510,1,0
38637943512,1,1
3863190351,1,0
38622543515,1,1
3861509352,1,1
3861455358,1,0
3860069356,1,0
38594763511,1,0
38585163516,1,0
38581343512,1,0
3855904353,1,0
38543413513,1,0
38525833510,1,0
38516473515,1,1
3850893353,1,1
3849385353,1,0
3848135359,1,0
3847831352,1,1
3847183354,1,0
3846834352,1,0
3846506351,1,0
38452023513,1,0
38437893511,1,0
38418393516,1,0
3840658351,1,1
38405733516,1,0
38402833510,1,0
3840146351,1,1
38382803511,1,0
3837061358,1,0
3836385353,1,1
38354013512,1,0
38345273510,1,0
3833063351,1,1
38313043516,1,0
3827963354,1,0
3827178358,1,0
38269973514,1,1
3826638353,1,0
3825648359,1,0
3824498354,1,0
38189233511,1,0
3818862353,1,0
3818657355,1,0
3816660357,1,0
3815236353,1,0
38128223514,1,0
38116273512,1,0
38114123510,1,1
3806647356,1,0
3802717357,1,0
38003313517,1,0
37985393513,1,1
37976243517,1,0
3796726356,1,0
37963373510,1,0
37948523514,1,0
3794333353,1,1
3792469359,1,0
3791851352,1,0
37905643515,1,1
3787502353,1,0
37872813513,1,0
37872363511,1,0
3785980352,1,0
3785744352,1,0
37856213513,1,0
37850343510,1,0
3784808352,1,0
3784617352,1,1
37843033513,1,1
3783580352,1,1
3781975358,1,0
3779538352,1,0
3779248359,1,0
37775413514,1,1
37770153512,1,1
3776582358,1,0
37754793510,1,1
3774748352,1,1
37745193511,1,0
3773406353,1,0
37731783510,1,0
3766217355,1,0
3762790351,1,1
37571093511,1,0
37559453515,1,0
3751466352,1,1
3748503352,1,0
37484663515,1,0
3748190354,1,0
3746851352,1,1
3744819351,1,0
3743584353,1,0
3740675358,1,1
37346983514,1,1
3731277359,1,0
3728208359,1,0
3727744352,1,0
37226333513,1,1
37219333512,1,1
3721698359,1,1
3720783359,1,1
3719169352,1,0
3719138351,1,0
3714355356,1,0
3712610356,1,0
3709030353,1,0
37084463510,1,0
3706763355,1,0
37057353511,1,0
37042883512,1,1
3702086357,1,0
3701072355,1,0
3693933353,1,1
3693414358,1,1
3689929353,1,1
3689813353,1,0
3688069352,1,1
3680315359,1,0
3676400353,1,1
3671603358,1,0
36692663513,1,0
36672933514,1,0
36628783514,1,1
36618883511,1,0
36593973512,1,1
3657966352,1,0
36523813510,1,0
36454513517,1,0
3645093352,1,1
36448983511,1,1
36405623517,1,1
3638828351,1,0
3633304359,1,1
36330453516,1,1
36293693512,1,1
36286903513,1,1
3623428351,1,0
3622605352,1,0
36216533511,1,0
3620762356,1,1
36199403513,1,0
3618363353,1,0
3616802355,1,1
3616185355,1,0
3613337353,1,0
3610350353,1,0
3609026353,1,1
3606759354,1,1
36014953516,1,0
3600238359,1,0
3598757352,1,1
35965623513,1,0
3595510351,1,1
3594018352,1,0
35925643514,1,1
3590317356,1,1
35898093510,1,1
3588925353,1,1
35887893514,1,0
35873173515,1,0
35776603510,1,1
3576618358,1,0
3574973351,1,0
35747823510,1,0
3574171353,1,0
3574164352,1,1
3573679359,1,0
35730753513,1,0
3572832352,1,0
3570456356,1,0
3570371356,1,0
3569221356,1,0
3565445353,1,1
3564677351,1,1
35642263516,1,1
35622533511,1,1
35601813514,1,1
35593763516,1,1
3557846358,1,1
3556382351,1,0
3554272355,1,0
3551394353,1,0
3547076359,1,0
35463523517,1,0
3545638352,1,0
35431223511,1,1
3541586354,1,1
3535806354,1,0
3535677355,1,1
3534984351,1,0
3534915351,1,0
3532423352,1,0
35313583511,1,0
35311363517,1,1
3527085357,1,0
35241383511,1,0
3521083352,1,0
3520857353,1,0
3520451357,1,0
3518090352,1,1
3517307353,1,1
3516614353,1,0
3512722358,1,1
35089853511,1,0
3502976359,1,0
3499320355,1,0
34868703517,1,1
3483817352,1,0
3476017356,1,0
3475911359,1,0
3471241351,1,1
34698353514,1,1
3468227352,1,0
3466377355,1,1
34648473510,1,0
3463888356,1,0
34631923517,1,1
3461877355,1,0
3461167359,1,1
34592943514,1,0
34586553517,1,0
34577573513,1,0
3449097358,1,1
34434393513,1,1
34433923516,1,0
34427913516,1,1
3441107358,1,0
3439470359,1,0
34384663511,1,1
3437889353,1,1
3437285359,1,0
3435724354,1,0
34356703515,1,0
3435175359,1,0
34350523513,1,1
3433942351,1,0
34334473510,1,1
3431337359,1,0
3430583359,1,1
34303783511,1,0
3429402359,1,0
3428399353,1,1
34247733511,1,0
34235853510,1,0
3419083351,1,0
3414422353,1,0
34130053512,1,1
34115823510,1,0
34087733511,1,0
3408209357,1,0
3403938352,1,0
34000503512,1,0
33998043510,1,0
33997743511,1,0
33964833516,1,1
